"id_etude";"no_etude";"id_ucs";"no_ucs";"id_uts";"no_uts";"no_strate";"surf_unit";"nom_ucs";"nom_local_ucs";"nb_uts";"organ_ucs_uts";"comm_ucs";"type_relief";"domai_morpho1";"domai_morpho2";"type_surf";"type_pays";"alt_min_ucs";"alt_max_ucs";"alt_mod_ucs";"met_alt";"reg_nat";"no_int_ucs";"nom_uts";"nom_local_uts";"nb_obs";"cpcs_nom_uts";"fao_2007_nom";"rp_95_nom_uts";"rp_95_adj1";"rp_95_adj2";"rp_95_ger";"rp_2008_ger";"rp_2008_adj1";"rp_2008_adj2";"rp_2008_nom_uts";"wrb_98_groupe";"wrb_98_adj1";"wrb_98_adj2";"wrb_98_nom";"wrb_2006_groupe";"wrb_2006_adj1";"wrb_2006_adj2";"wrb_2006_adj3";"wrb_2006_adj4";"wrb_2006_adj5";"wrb_2006_adj6";"wrb_2006_spec1";"wrb_2006_spec2";"wrb_2006_spec3";"wrb_2006_spec4";"wrb_2006_spec5";"wrb_2006_spec6";"wrb_2006_nom";"nb_prof_uni";"comm_uts";"org_geol";"prof_sol_min";"prof_sol_mod";"prof_sol_max";"nom_mat";"classe_mat1";"classe_mat2";"classe_mat3";"etage_geol1";"etage_geol2";"etage_geol3";"appar_mat1_min";"appar_mat1_mod";"appar_mat1_max";"appar_mat2_min";"appar_mat2_mod";"appar_mat2_max";"appar_mat3_min";"appar_mat3_mod";"appar_mat3_max";"pierro_surf";"nom_eg1";"nom_eg2";"taille_eg1";"taille_eg2";"acidite_eg1";"acidite_eg2";"carbonate_eg1";"carbonate_eg2";"forme_eg1";"forme_eg2";"pierro_eg1";"pierro_eg2";"differ1";"differ2";"differ3";"differ4";"differ5";"differ6";"salure_uts";"orig_sal";"reg_hydri";"reg_submer";"exces_eau1";"exces_eau2";"orig_exces";"niveau_nap_min";"niveau_nap_mod";"niveau_nap_max";"appar_g_min";"appar_g_mod";"appar_g_max";"appar_go_min";"appar_go_mod";"appar_go_max";"appar_gr_min";"appar_gr_mod";"appar_gr_max";"appar_h_min";"appar_h_mod";"appar_h_max";"drai_nat";"type_dis";"nat_dis";"forme_dis";"conseq_dis";"prof_dis_min";"prof_dis_mod";"prof_dis_max";"type_strat";"organ_uts_strat";"humus";"vit_infiltr";"cap_retention";"rem_capillaire";"erosion";"surf_erosion";"int_erosion";"drai_nat2";"drai_nat3";"alt_min_uts";"alt_mod_uts";"alt_max_uts";"prof_rac_min";"prof_rac_mod";"prof_rac_max";"humus2";"humus3";"pourcent";"repetit";"localis";"forme_uts";"individual";"pente_max";"pente_moy";"pente_min";"orientation";"phytoso";"forme_morpho";"forme_veg";"forme_veg1";"forme_veg2";"forme_veg3";"surface1";"surface2";"type_amen1";"type_amen2";"contrainte1";"contrainte2";"occup1";"occup2";"utilis1";"utilis2";"comm_l_ucs_uts";"prof_appar_min";"prof_appar_moy";"prof_appar_max";"epais_min";"epais_max";"epais_moy";"forme_strate";"dispo_surf";"comm_strate";"term_lat";"cpcs_nom_strate";"rp_95_nom_strate";"rp_2008_nom_strate";"wrb_1998_nom";"nom_ss_classif";"abondance_eg_0";"abondance_eg_sansmeth";"abondance_eg_p_0";"abondance_eg_prin_0";"abondance_eg_prin_sansmeth";"abondance_eg_sec_0";"abondance_eg_sec_sansmeth";"al_ech_0";"al_ech_37";"al_ech_40_2";"al_ech_40_3";"al_ech_41";"al_ech_41_1";"al_ech_sansmeth";"al_lib_0";"al_lib_49";"al_lib_49_1";"al_lib_49_2";"al_lib_50";"al_lib_51";"al_lib_sansmeth";"al_tot_0";"al_tot_53";"al_tot_53_1";"al_tot_53_1_4";"al_tot_55";"al_tot_56";"al_tot_sansmeth";"as_tot_sansmeth";"ba_tot_0";"b_tot_0";"b_tot_sansmeth";"ca_ech_0";"ca_ech_0_1";"ca_ech_40";"ca_ech_40_2";"ca_ech_40_3";"ca_ech_40_5";"ca_ech_41";"ca_ech_41_1";"ca_ech_41_2";"ca_ech_47_1_1";"ca_ech_sansmeth";"calc_act_0";"calc_act_4";"calc_act_4_1";"calc_act_4_2";"calc_act_sansmeth";"calc_tot_0";"calc_tot_1";"calc_tot_1_1";"calc_tot_2";"calc_tot_2_1";"calc_tot_2_1_1";"calc_tot_2_1_2";"calc_tot_3";"calc_tot_sansmeth";"carbone_0";"carbone_120";"carbone_16";"carbone_16_1";"carbone_16_2";"carbone_16_2_2";"carbone_16_5";"carbone_16_5_1";"carbone_16_5_2";"carbone_17_1";"carbone_17_2";"carbone_17_8";"carbone_19";"carbone_19_1";"carbone_19_4";"carbone_sansmeth";"ca_tot_0";"ca_tot_53_1_4";"ca_tot_56";"ca_tot_sansmeth";"cd_tot_0";"cd_tot_0_1";"cd_tot_53";"cd_tot_53_1";"cd_tot_53_6";"cd_tot_sansmeth";"cec_0";"cec_0_1";"cec_113";"cec_126";"cec_37";"cec_38";"cec_39";"cec_40";"cec_40_1";"cec_40_2";"cec_40_5";"cec_41";"cec_41_5_1";"cec_41_6";"cec_41_7";"cec_41_8";"cec_90";"cec_sansmeth";"c_n_0";"cond_hydro_lab_0";"cond_hydro_lab_sansmeth";"cond_hydro_ter_sansmeth";"co_tot_0";"co_tot_53_1_4";"co_tot_sansmeth";"cr_tot_0";"cr_tot_0_1";"cr_tot_53";"cr_tot_53_1_4";"cr_tot_sansmeth";"cu_tot_0";"cu_tot_0_1";"cu_tot_226";"cu_tot_53";"cu_tot_53_1_4";"cu_tot_57";"cu_tot_66";"cu_tot_sansmeth";"dens_appar_0";"dens_appar_0_1";"dens_appar_133";"dens_appar_172";"dens_appar_sansmeth";"ecart_fente_0";"ecart_fente_sansmeth";"epaisseur_limite_inf_0";"epaisseur_limite_inf_sansmeth";"fe_ech_0";"fe_ech_40_2";"fe_ech_40_3";"fe_ech_40_5";"fe_ech_41";"fe_ech_47_1_1";"fe_ech_sansmeth";"fe_lib_0";"fe_lib_49";"fe_lib_49_1";"fe_lib_49_2";"fe_lib_50";"fe_lib_51";"fe_lib_72";"fe_lib_72_1";"fe_lib_75";"fe_lib_sansmeth";"fe_tot_0";"fe_tot_0_1";"fe_tot_53";"fe_tot_53_1";"fe_tot_53_1_4";"fe_tot_53_2_1";"fe_tot_53_3";"fe_tot_56_1";"fe_tot_63";"fe_tot_sansmeth";"h_ech_0";"h_ech_41";"h_ech_sansmeth";"hg_tot_0";"hg_tot_0_1";"hg_tot_53";"hg_tot_90";"hg_tot_sansmeth";"humid_pf2_0";"humid_pf2_sansmeth";"humid_pf25_0";"humid_pf25_151";"humid_pf25_sansmeth";"humid_pf3_0";"humid_pf3_215";"humid_pf3_sansmeth";"humid_pf42_0";"humid_pf42_151";"humid_pf42_sansmeth";"humid_pf43_0";"humid_pf43_sansmeth";"indice_stab_0";"indice_stab_sansmeth";"k1_0";"k1_230";"k1_sansmeth";"k2_0";"k2_230";"k2_sansmeth";"k3_0";"k3_230";"k_ech_0";"k_ech_0_1";"k_ech_36";"k_ech_40";"k_ech_40_2";"k_ech_40_3";"k_ech_41";"k_ech_41_1";"k_ech_41_2";"k_ech_47";"k_ech_sansmeth";"k_tot_0";"k_tot_0_1";"k_tot_53_1_4";"k_tot_sansmeth";"la_sansmeth";"large_fente_0";"large_fente_sansmeth";"lim_fin_tot_0";"lim_fin_tot_sansmeth";"li_tot_sansmeth";"lr_sansmeth";"mg_ech_0";"mg_ech_0_1";"mg_ech_40";"mg_ech_40_2";"mg_ech_40_3";"mg_ech_40_5";"mg_ech_41";"mg_ech_41_1";"mg_ech_41_2";"mg_ech_47";"mg_ech_47_1_1";"mg_ech_sansmeth";"mg_tot_0";"mg_tot_0_1";"mg_tot_53_1_4";"mg_tot_sansmeth";"mn_ech_0";"mn_ech_40";"mn_ech_40_2";"mn_ech_40_3";"mn_ech_41";"mn_ech_41_3";"mn_ech_sansmeth";"mn_lib_0";"mn_lib_72";"mn_lib_sansmeth";"mn_tot_0";"mn_tot_53";"mn_tot_53_1";"mn_tot_53_1_4";"mn_tot_53_3";"mn_tot_56_1";"mn_tot_sansmeth";"mo_tot_0";"mo_tot_0_1";"mo_tot_53_6";"mo_tot_sansmeth";"na_ech_0";"na_ech_0_1";"na_ech_40";"na_ech_40_2";"na_ech_40_3";"na_ech_40_4";"na_ech_41";"na_ech_41_1";"na_ech_41_2";"na_ech_47";"na_ech_sansmeth";"na_tot_0";"na_tot_0_1";"na_tot_53_1_4";"na_tot_sansmeth";"ni_tot_0";"ni_tot_0_1";"ni_tot_53";"ni_tot_53_1_4";"ni_tot_sansmeth";"n_tot_0";"n_tot_30";"n_tot_30_1";"n_tot_30_1_1";"n_tot_30_1_2";"n_tot_31";"n_tot_31_1";"n_tot_sansmeth";"p_ass_0";"p_ass_0_1";"p_ass_80";"p_ass_81";"p_ass_81_1";"p_ass_83";"p_ass_86";"p_ass_86_1";"p_ass_86_2";"p_ass_87";"p_ass_87_1";"p_ass_87_2";"p_ass_88";"pb_tot_0";"pb_tot_0_1";"pb_tot_53";"pb_tot_53_1";"pb_tot_53_6";"pb_tot_56";"pb_tot_sansmeth";"ph_cacl2_0";"ph_eau_0";"ph_eau_6";"ph_eau_6_1";"ph_eau_7";"ph_eau_7_1";"ph_eau_8";"ph_eau_sansmeth";"ph_kcl_0";"ph_kcl_10";"ph_kcl_10_1";"ph_kcl_10_2";"ph_kcl_11";"ph_kcl_185";"ph_naf_15";"p_tot_0";"p_tot_53_1_4";"p_tot_sansmeth";"salinite_0";"salinite_sansmeth";"se_tot_sansmeth";"si_lib_49_2";"si_lib_51";"si_lib_sansmeth";"si_tot_0";"si_tot_55";"si_tot_sansmeth";"sn_tot_0";"sodicite_0";"sodicite_sansmeth";"taille_struc_p_0";"taille_struc_pri_0";"taille_struc_pri_sansmeth";"taille_struc_s_0";"taille_struc_sec_0";"taille_struc_sec_sansmeth";"taux_argile_0";"taux_argile_sansmeth";"taux_limon_0";"taux_limon_sansmeth";"taux_mo_0";"taux_mo_17_1";"taux_mo_27";"taux_mo_28";"taux_mo_29";"taux_mo_sansmeth";"taux_sable_0";"taux_sable_sansmeth";"ti_tot_55";"ti_tot_sansmeth";"tl_tot_0";"tl_tot_53_6";"tl_tot_sansmeth";"zn_tot_0";"zn_tot_0_1";"zn_tot_53";"zn_tot_53_1_4";"zn_tot_56";"zn_tot_66";"zn_tot_sansmeth";"abond_act_anthro";"abond_act_bio";"abondance_cristaux_p";"abondance_cristaux_s";"abondance_mo";"abondance_nodules_p";"abondance_nodules_s";"abondance_pores";"abondance_tache_deg";"abondance_tache_oxy";"abondance_tache_red";"abondance_tache_rub";"abond_trace_activite";"acidite_eg_p";"acidite_eg_p_d2";"acidite_eg_s";"acidite_eg_s_d2";"adhesivite";"alteration_mo";"aspect_conduits";"aspect_faces";"carbonatation_eg_p";"carbonatation_eg_s";"compacite";"contrainte";"contraste_tache_deg";"contraste_tache_oxy";"contraste_tache_red";"contraste_tache_rub";"couleur";"densite_conduits_vers";"dimension_cristaux_p";"dimension_cristaux_s";"dimension_nodules_p";"dimension_nodules_s";"dimension_pores";"dimension_tache_deg";"dimension_tache_oxy";"dimension_tache_red";"dimension_tache_rub";"disposition_fentes";"distribution_tache_deg";"distribution_tache_oxy";"distribution_tache_red";"distribution_tache_rub";"durete";"durete_ciment_p";"durete_ciment_s";"durete_nodules_p";"durete_nodules_s";"effervescence";"epaisseur_ciment_p";"epaisseur_ciment_s";"epaisseur_revet_p";"epaisseur_revet_s";"fermete";"forme_eg_p";"forme_eg_s";"forme_nodules_p";"forme_nodules_s";"forme_tache_deg";"forme_tache_oxy";"forme_tache_red";"forme_tache_rub";"fragilite";"fragmentation_mo";"friabilite";"localisation_efferv";"localisation_revet_p";"localisation_revet_s";"nat_act_anthro";"nat_act_bio";"nature_ciment";"nature_cristaux";"nature_nodules";"nature_revetement";"nature_trace_activite";"nettete_struc_p";"nettete_struc_s";"nettete_tache_deg";"nettete_tache_oxy";"nettete_tache_red";"nettete_tache_rub";"nom_eg";"orientation_conduits";"orientation_eg_p";"orientation_eg_s";"penetration_racine";"plasticite";"porosite_strate";"quantite_revet_p";"quantite_revet_s";"regularite_ciment_p";"regularite_ciment_s";"regularite_lim_inf";"salure";"structure_ciment_p";"structure_ciment_s";"taille_eg_p";"taille_eg_s";"taille_sable";"texture_aisne";"texture_belgique";"texture_geppa";"texture_usda";"transformation_eg_p";"transformation_eg_s";"type_structure"
5447;86250;12841;124;19491;300;1;391;"Colline  limono-sableuses , peu à moyennement profonde, sain à peu humide  sur altérite sableuse à argileuse  de granite rose.";NA;3;3;NA;2;3;NA;6;2;150;165;NA;NA;NA;NA;"Sol limono-sableux sur altérite sableuse, peu profond";NA;NA;NA;NA;"BRUNISOL MESOSATURE limono-sableux  de granite rose";NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;30;40;50;"granite";2;NA;NA;1600;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;1;"granite";NA;2;NA;1;NA;NA;NA;7;NA;1;NA;2;NA;NA;NA;NA;NA;0;NA;3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"";NA;NA;NA;NA;NA;NA;"H";2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;2;2;2;3;10;5;3;"VV";8;910;NA;NA;NA;NA;NA;NA;0;NA;500;NA;20;NA;21;NA;NA;NA;0;NA;20;30;25;"1.1";1;NA;0;NA;"LA";NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"120";NA;"450";NA;NA;NA;NA;NA;"30";NA;"430";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;2;0;0;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;NA;NA;NA;NA;"BRXXXX";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;NA;2;NA;NA;NA;4;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;"LS";NA;NA;NA;NA;NA;6
5447;86250;12835;219;19483;288;1;4646;"Plateau sableux à sablo-limoneux, non calcaire, profond, à charge variable en cailloux siliceux, humide, sur  argile -sableuse";NA;3;3;NA;4;13;NA;12;6;85;125;NA;NA;NA;NA;"Sol sablo- limoneux, acide, à cailloux de silex, profond,  hydromorphe sur matériau détritique";NA;NA;NA;NA;"LUVISOL-REDOXISOL sablo- limoneux sur argile et sable eocenes";NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;60;80;100;"sable, argile sableuse";13;13;NA;4000;2322;NA;NA;0;NA;NA;80;NA;NA;NA;NA;1;"silex";NA;2;NA;1;NA;NA;NA;7;NA;1;NA;2;NA;NA;NA;NA;NA;0;NA;3;0;1;NA;2;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"";NA;NA;NA;NA;NA;NA;"H";2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;2;2;2;3;2;1;0;"VV";8;900;NA;NA;NA;NA;NA;NA;0;NA;220;NA;34;NA;61;NA;NA;NA;0;NA;15;25;20;"1.2";1;NA;0;NA;"Lg";NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"80";NA;"250";NA;NA;NA;NA;NA;"15";NA;"670";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;2;0;4;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;220;NA;NA;NA;NA;"BRXXXX";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;NA;2;NA;NA;NA;4;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;"SL";NA;NA;NA;NA;NA;7
